Merchant,Country,Location,Day,Local Time,Local Currency,Local Currency Transaction Value,Card Currency,Payment Amount,Margin Income F,Margin Income A
AlphaPay,UAE,Dubai,Thursday,8:00,AED,334.34,GBP,393.35,3.93,11.8
GlobalMart,Spain,Las Palmas,Monday,21:00,EUR,106.41,USD,96.74,0.97,2.9
PaySphere,Canada,Montreal,Thursday,7:00,CAD,302.05,GBP,355.36,3.55,10.66
QuickServe,Netherlands,Breda,Tuesday,7:00,EUR,90.28,AED,22.29,0.22,0.67
FinEdge,Singapore,Singapore,Monday,17:00,SGD,386.71,AUD,234.37,2.34,7.03
Transactly,UAE,Sharjah,Friday,22:00,AED,90.96,AUD,55.12,0.55,1.65
Cashwave,Australia,Perth,Monday,15:00,AUD,321.3,EUR,321.3,3.21,9.64
NeoCommerce,Mexico,Mexico City,Saturday,18:00,MXN,402.91,AED,99.48,0.99,2.98
EuroLink,Vietnam,Hai Phong,Tuesday,8:00,VND,333.83,EUR,333.83,3.34,10.01
SmartFunds,Canada,Quebec City,Tuesday,20:00,CAD,258.75,GBP,304.41,3.04,9.13
TradeNova,Spain,Madrid,Sunday,5:00,EUR,272.87,AED,67.37,0.67,2.02
NovaPay,Italy,Rome,Saturday,2:00,EUR,400.56,USD,364.14,3.64,10.92
BuyNet,Mexico,Tijuana,Saturday,22:00,MXN,421.93,EUR,421.93,4.22,12.66
FlexiPay,Singapore,Singapore,Sunday,7:00,SGD,474.42,GBP,558.15,5.58,16.74
MerchantX,France,Lyon,Saturday,10:00,EUR,450.66,AUD,273.13,2.73,8.19
AlphaPay,Spain,Zaragoza,Wednesday,5:00,EUR,75.23,GBP,88.5,0.88,2.66
GlobalMart,UAE,Ajman,Friday,19:00,AED,88.12,USD,80.11,0.8,2.4
PaySphere,Malaysia,Johor Bahru,Sunday,11:00,MYR,257.34,AED,63.54,0.64,1.91
QuickServe,Netherlands,Tilburg,Tuesday,18:00,EUR,290.73,AUD,176.2,1.76,5.29
FinEdge,UAE,Ajman,Monday,22:00,AED,469.32,EUR,469.32,4.69,14.08
Transactly,Italy,Palermo,Saturday,19:00,EUR,345.95,AED,85.42,0.85,2.56
Cashwave,Germany,Leipzig,Monday,18:00,EUR,8.78,AUD,5.32,0.05,0.16
NeoCommerce,Spain,Zaragoza,Wednesday,5:00,EUR,36.25,AED,8.95,0.09,0.27
EuroLink,Vietnam,Da Nang,Friday,3:00,VND,388.7,GBP,457.3,4.57,13.72
SmartFunds,Italy,Palermo,Thursday,6:00,EUR,412.9,AED,101.95,1.02,3.06
TradeNova,Denmark,Copenhagen,Sunday,14:00,DKK,296.92,AUD,179.95,1.8,5.4
NovaPay,Thailand,Pattaya,Saturday,0:00,THB,107.41,USD,97.64,0.98,2.93
BuyNet,Ireland,Galway,Saturday,12:00,EUR,338.23,AED,83.51,0.84,2.51
FlexiPay,USA,Phoenix,Friday,8:00,USD,148.24,EUR,148.24,1.48,4.45
MerchantX,Japan,Nagoya,Monday,10:00,JPY,271.18,AUD,164.35,1.64,4.93
AlphaPay,Netherlands,Tilburg,Tuesday,1:00,EUR,403.15,AED,99.54,1,2.99
GlobalMart,Denmark,Esbjerg,Monday,12:00,DKK,475.15,GBP,559,5.59,16.77
PaySphere,Australia,Hobart,Monday,20:00,AUD,47.98,USD,43.62,0.44,1.31
QuickServe,Switzerland,Bern,Tuesday,23:00,CHF,90.25,USD,82.05,0.82,2.46
FinEdge,China,Chengdu,Sunday,0:00,CNY,309.68,AED,76.46,0.76,2.29
Transactly,UK,Leeds,Thursday,6:00,GBP,193.05,AED,47.67,0.48,1.43
Cashwave,Japan,Osaka,Friday,13:00,JPY,114.99,EUR,114.99,1.15,3.45
NeoCommerce,France,Marseille,Friday,15:00,EUR,64.13,AED,15.83,0.16,0.47
EuroLink,Singapore,Singapore,Friday,14:00,SGD,161.39,AUD,97.81,0.98,2.93
SmartFunds,Malaysia,Johor Bahru,Wednesday,1:00,MYR,224.98,GBP,264.68,2.65,7.94
TradeNova,Netherlands,Eindhoven,Friday,8:00,EUR,27.9,GBP,32.82,0.33,0.98
NovaPay,Italy,Milan,Friday,16:00,EUR,24.95,USD,22.68,0.23,0.68
BuyNet,Brazil,Fortaleza,Thursday,13:00,BRL,229.34,GBP,269.82,2.7,8.09
FlexiPay,India,Hyderabad,Monday,4:00,INR,481.09,AED,118.79,1.19,3.56
MerchantX,Mexico,Puebla,Tuesday,1:00,MXN,78.07,AED,19.28,0.19,0.58
AlphaPay,UK,Leeds,Wednesday,2:00,GBP,14.57,EUR,14.57,0.15,0.44
GlobalMart,Vietnam,Ho Chi Minh City,Thursday,14:00,VND,144.06,GBP,169.48,1.69,5.08
PaySphere,Norway,Bergen,Thursday,6:00,NOK,1834.49,EUR,1834.49,18.34,55.03
QuickServe,Japan,Tokyo,Sunday,16:00,JPY,395.94,EUR,395.94,3.96,11.88
FinEdge,Canada,Ottawa,Tuesday,21:00,CAD,102.97,GBP,121.14,1.21,3.63
Transactly,Singapore,Singapore,Monday,17:00,SGD,16.44,AUD,9.96,0.1,0.3
Cashwave,Brazil,Rio de Janeiro,Tuesday,9:00,BRL,406.49,USD,369.53,3.7,11.09
NeoCommerce,UK,Bristol,Tuesday,3:00,GBP,465.93,EUR,465.93,4.66,13.98
EuroLink,Singapore,Singapore,Tuesday,22:00,SGD,470.33,AED,116.13,1.16,3.48
SmartFunds,Singapore,Singapore,Tuesday,3:00,SGD,37.05,AUD,22.45,0.22,0.67
TradeNova,Germany,Hamburg,Wednesday,7:00,EUR,231.36,AED,57.13,0.57,1.71
NovaPay,UAE,Dubai,Monday,21:00,AED,371.38,GBP,436.91,4.37,13.11
BuyNet,Italy,Verona,Sunday,11:00,EUR,233.5,AED,57.65,0.58,1.73
FlexiPay,Brazil,Salvador,Sunday,13:00,BRL,373.23,GBP,439.1,4.39,13.17
MerchantX,Australia,Canberra,Friday,1:00,AUD,1104.92,GBP,1299.91,13,39
AlphaPay,Thailand,Pattaya,Tuesday,8:00,THB,488.12,GBP,574.26,5.74,17.23
GlobalMart,Brazil,Fortaleza,Tuesday,23:00,BRL,36.08,AUD,21.86,0.22,0.66
PaySphere,Norway,Oslo,Tuesday,7:00,NOK,299.08,EUR,299.08,2.99,8.97
QuickServe,USA,Phoenix,Monday,21:00,USD,190.81,AED,47.11,0.47,1.41
FinEdge,Denmark,Esbjerg,Friday,10:00,DKK,364.68,AED,90.04,0.9,2.7
Transactly,Spain,Malaga,Friday,15:00,EUR,4406.58,AUD,2670.66,26.71,80.12
Cashwave,Italy,Florence,Friday,21:00,EUR,431.33,USD,392.12,3.92,11.76
NeoCommerce,Sweden,Västerås,Wednesday,21:00,SEK,488.31,USD,443.92,4.44,13.32
EuroLink,Spain,Valencia,Wednesday,16:00,EUR,434.14,GBP,510.76,5.11,15.32
SmartFunds,China,Beijing,Saturday,7:00,CNY,471.81,GBP,555.07,5.55,16.65
TradeNova,South Africa,Durban,Saturday,10:00,ZAR,303.09,GBP,356.58,3.57,10.7
NovaPay,Malaysia,Kuala Lumpur,Saturday,23:00,MYR,12.62,EUR,12.62,0.13,0.38
BuyNet,Brazil,Rio de Janeiro,Tuesday,6:00,BRL,185.19,EUR,185.19,1.85,5.56
FlexiPay,Switzerland,Geneva,Friday,13:00,CHF,166.22,AUD,100.74,1.01,3.02
MerchantX,Vietnam,Hanoi,Friday,11:00,VND,462.36,AUD,280.22,2.8,8.41
AlphaPay,China,Shanghai,Friday,3:00,CNY,269.64,AED,66.58,0.67,2
GlobalMart,Australia,Gold Coast,Tuesday,6:00,AUD,115.33,AED,28.48,0.28,0.85
PaySphere,Sweden,Malmö,Sunday,16:00,SEK,2193.96,EUR,2193.96,21.94,65.82
QuickServe,Brazil,São Paulo,Wednesday,18:00,BRL,325.48,AUD,197.26,1.97,5.92
FinEdge,Norway,Bergen,Tuesday,8:00,NOK,337.76,AUD,204.7,2.05,6.14
Transactly,Germany,Hamburg,Thursday,8:00,EUR,481.09,GBP,565.99,5.66,16.98
Cashwave,Canada,Hamilton,Saturday,3:00,CAD,221.21,EUR,221.21,2.21,6.64
NeoCommerce,Spain,Valencia,Tuesday,17:00,EUR,253.02,AED,62.47,0.62,1.87
EuroLink,Brazil,Fortaleza,Saturday,3:00,BRL,459.04,GBP,540.04,5.4,16.2
SmartFunds,Thailand,Phuket,Sunday,12:00,THB,315.06,AUD,190.94,1.91,5.73
TradeNova,Malaysia,George Town,Saturday,12:00,MYR,213.14,AUD,129.17,1.29,3.88
NovaPay,USA,New York,Sunday,11:00,USD,2810.82,GBP,3306.84,33.07,99.21
BuyNet,Mexico,Monterrey,Friday,23:00,MXN,376.37,USD,342.15,3.42,10.26
FlexiPay,Denmark,Copenhagen,Tuesday,14:00,DKK,75.68,EUR,75.68,0.76,2.27
MerchantX,Sweden,Stockholm,Friday,11:00,SEK,339.28,GBP,399.15,3.99,11.97
AlphaPay,Vietnam,Ho Chi Minh City,Thursday,18:00,VND,114.18,AUD,69.2,0.69,2.08
GlobalMart,Sweden,Gothenburg,Thursday,8:00,SEK,16.34,EUR,16.34,0.16,0.49
PaySphere,Netherlands,Breda,Monday,8:00,EUR,337.58,AUD,204.59,2.05,6.14
QuickServe,Switzerland,Bern,Thursday,15:00,CHF,178.59,GBP,210.1,2.1,6.3
FinEdge,UAE,Al Ain,Friday,10:00,AED,154.16,GBP,181.36,1.81,5.44
Transactly,Canada,London,Monday,20:00,CAD,241.41,USD,219.47,2.19,6.58
Cashwave,UK,Birmingham,Monday,8:00,GBP,270.56,AED,66.8,0.67,2
NeoCommerce,Netherlands,Amsterdam,Tuesday,19:00,EUR,96.19,AED,23.75,0.24,0.71
EuroLink,France,Nice,Saturday,20:00,EUR,494.06,AUD,299.43,2.99,8.98
SmartFunds,Japan,Fukuoka,Sunday,23:00,JPY,23.82,USD,21.66,0.22,0.65
TradeNova,Vietnam,Hanoi,Friday,7:00,VND,352.17,EUR,352.17,3.52,10.57
NovaPay,UK,Bristol,Wednesday,2:00,GBP,176.41,AUD,106.92,1.07,3.21
BuyNet,Spain,Las Palmas,Thursday,15:00,EUR,331.79,GBP,390.34,3.9,11.71
FlexiPay,Germany,Bremen,Monday,23:00,EUR,69.09,AUD,41.87,0.42,1.26
MerchantX,South Africa,Johannesburg,Saturday,8:00,ZAR,184.13,GBP,216.62,2.17,6.5
AlphaPay,China,Chengdu,Tuesday,4:00,CNY,3269.76,USD,2972.51,29.73,89.18
GlobalMart,South Africa,Durban,Wednesday,21:00,ZAR,389.38,USD,353.98,3.54,10.62
PaySphere,India,Ahmedabad,Tuesday,9:00,INR,230.13,GBP,270.74,2.71,8.12
QuickServe,Singapore,Singapore,Monday,14:00,SGD,444.95,GBP,523.47,5.23,15.7
FinEdge,South Africa,Port Elizabeth,Friday,14:00,ZAR,313.84,AUD,190.2,1.9,5.71
Transactly,Canada,Calgary,Monday,20:00,CAD,37.7,USD,34.27,0.34,1.03
Cashwave,Spain,Murcia,Saturday,3:00,EUR,372.25,AED,91.91,0.92,2.76
NeoCommerce,Norway,Bergen,Thursday,4:00,NOK,359.99,AUD,218.18,2.18,6.55
EuroLink,Netherlands,Utrecht,Monday,15:00,EUR,73.97,AED,18.26,0.18,0.55
SmartFunds,India,Mumbai,Thursday,9:00,INR,498.96,USD,453.6,4.54,13.61
TradeNova,Norway,Bergen,Saturday,0:00,NOK,200.3,EUR,200.3,2,6.01
NovaPay,Mexico,Mexico City,Wednesday,10:00,MXN,1433.69,EUR,1433.69,14.34,43.01
BuyNet,Netherlands,Utrecht,Saturday,11:00,EUR,469.49,AUD,284.54,2.85,8.54
FlexiPay,Switzerland,Bern,Tuesday,11:00,CHF,58.38,AUD,35.38,0.35,1.06
MerchantX,Brazil,Rio de Janeiro,Wednesday,20:00,BRL,316.27,GBP,372.08,3.72,11.16
AlphaPay,Thailand,Phuket,Tuesday,12:00,THB,181.33,USD,164.85,1.65,4.95
GlobalMart,Norway,Tromsø,Sunday,6:00,NOK,452.56,USD,411.41,4.11,12.34
PaySphere,UK,Birmingham,Tuesday,23:00,GBP,420.15,AED,103.74,1.04,3.11
QuickServe,South Africa,Durban,Wednesday,7:00,ZAR,99.71,USD,90.65,0.91,2.72
FinEdge,Mexico,Guadalajara,Monday,6:00,MXN,279.45,AUD,169.36,1.69,5.08
Transactly,Vietnam,Hai Phong,Wednesday,8:00,VND,461.27,EUR,461.27,4.61,13.84
Cashwave,Sweden,Malmö,Friday,20:00,SEK,275.36,USD,250.33,2.5,7.51
NeoCommerce,Singapore,Singapore,Monday,21:00,SGD,402.04,EUR,402.04,4.02,12.06
EuroLink,Denmark,Odense,Thursday,17:00,DKK,300.79,EUR,300.79,3.01,9.02
SmartFunds,Mexico,Tijuana,Thursday,20:00,MXN,110.13,AED,27.19,0.27,0.82
TradeNova,Thailand,Chiang Mai,Monday,2:00,THB,478.89,AED,118.25,1.18,3.55
NovaPay,Norway,Tromsø,Friday,13:00,NOK,467.72,USD,425.2,4.25,12.76
BuyNet,Germany,Bremen,Saturday,11:00,EUR,444.91,AUD,269.64,2.7,8.09
FlexiPay,Singapore,Singapore,Friday,12:00,SGD,394.13,USD,358.3,3.58,10.75
MerchantX,Germany,Cologne,Thursday,6:00,EUR,42.92,AED,10.6,0.11,0.32
AlphaPay,UAE,Abu Dhabi,Saturday,15:00,AED,365.92,EUR,365.92,3.66,10.98
GlobalMart,France,Paris,Sunday,18:00,EUR,447.65,AED,110.53,1.11,3.32
PaySphere,Mexico,Puebla,Wednesday,15:00,MXN,324.91,AED,80.23,0.8,2.41
QuickServe,Germany,Berlin,Thursday,7:00,EUR,234.86,USD,213.51,2.14,6.41
FinEdge,Ireland,Dublin,Sunday,22:00,EUR,463.01,AED,114.32,1.14,3.43
Transactly,Italy,Naples,Tuesday,0:00,EUR,169.16,USD,153.78,1.54,4.61
Cashwave,Netherlands,Eindhoven,Monday,4:00,EUR,307.57,AED,75.94,0.76,2.28
NeoCommerce,USA,Los Angeles,Friday,17:00,USD,343.76,EUR,343.76,3.44,10.31
EuroLink,South Africa,Port Elizabeth,Saturday,4:00,ZAR,24.07,AED,5.94,0.06,0.18
SmartFunds,Mexico,Puebla,Thursday,10:00,MXN,159.84,GBP,188.05,1.88,5.64
TradeNova,Australia,Perth,Wednesday,2:00,AUD,73.54,GBP,86.52,0.87,2.6
NovaPay,Australia,Brisbane,Saturday,20:00,AUD,22.69,AED,5.6,0.06,0.17
BuyNet,Norway,Tromsø,Wednesday,3:00,NOK,1448.73,USD,1317.03,13.17,39.51
FlexiPay,France,Bordeaux,Monday,9:00,EUR,2642.45,GBP,3108.76,31.09,93.26
MerchantX,Malaysia,Ipoh,Saturday,21:00,MYR,285,AUD,172.73,1.73,5.18
AlphaPay,Australia,Canberra,Thursday,9:00,AUD,45.91,USD,41.74,0.42,1.25
GlobalMart,Ireland,Galway,Monday,21:00,EUR,267.38,USD,243.07,2.43,7.29
PaySphere,Switzerland,Bern,Monday,14:00,CHF,495.1,EUR,495.1,4.95,14.85
QuickServe,China,Chengdu,Monday,20:00,CNY,73.33,EUR,73.33,0.73,2.2
FinEdge,South Africa,Pretoria,Wednesday,22:00,ZAR,357.91,EUR,357.91,3.58,10.74
Transactly,Vietnam,Hai Phong,Friday,11:00,VND,147.1,EUR,147.1,1.47,4.41
Cashwave,Singapore,Singapore,Saturday,11:00,SGD,412.27,AUD,249.86,2.5,7.5
NeoCommerce,Switzerland,Geneva,Saturday,14:00,CHF,126.16,USD,114.69,1.15,3.44
EuroLink,Spain,Murcia,Saturday,18:00,EUR,31.64,AED,7.81,0.08,0.23
SmartFunds,Norway,Stavanger,Tuesday,16:00,NOK,335.91,AED,82.94,0.83,2.49
TradeNova,France,Lyon,Wednesday,7:00,EUR,300.04,USD,272.76,2.73,8.18
NovaPay,China,Beijing,Wednesday,9:00,CNY,356.58,AED,88.04,0.88,2.64
BuyNet,Netherlands,Nijmegen,Thursday,4:00,EUR,378.64,USD,344.22,3.44,10.33
FlexiPay,Switzerland,Zurich,Saturday,8:00,CHF,360.62,EUR,360.62,3.61,10.82
MerchantX,Malaysia,Kuala Lumpur,Thursday,17:00,MYR,50.71,AUD,30.74,0.31,0.92
AlphaPay,Mexico,Guadalajara,Monday,8:00,MXN,3843.47,AUD,2329.37,23.29,69.88
GlobalMart,France,Paris,Sunday,15:00,EUR,344.99,USD,313.63,3.14,9.41
PaySphere,UK,Glasgow,Tuesday,19:00,GBP,92.72,USD,84.29,0.84,2.53
QuickServe,Canada,Calgary,Sunday,10:00,CAD,158.1,USD,143.73,1.44,4.31
FinEdge,Singapore,Singapore,Thursday,18:00,SGD,948.28,GBP,1115.63,11.16,33.47
Transactly,Mexico,Puebla,Thursday,6:00,MXN,174.91,AUD,106.01,1.06,3.18
Cashwave,Ireland,Limerick,Thursday,11:00,EUR,277.6,USD,252.36,2.52,7.57
NeoCommerce,Spain,Murcia,Saturday,2:00,EUR,309.82,AUD,187.77,1.88,5.63
EuroLink,Germany,Frankfurt,Friday,6:00,EUR,64.36,GBP,75.72,0.76,2.27
SmartFunds,Spain,Barcelona,Saturday,6:00,EUR,417.52,AUD,253.05,2.53,7.59
TradeNova,Netherlands,Breda,Thursday,14:00,EUR,365.85,AED,90.33,0.9,2.71
NovaPay,Japan,Nagoya,Thursday,22:00,JPY,2597.01,AED,641.24,6.41,19.24
BuyNet,Thailand,Hat Yai,Tuesday,16:00,THB,289.88,USD,263.53,2.64,7.91
FlexiPay,South Africa,Johannesburg,Wednesday,8:00,ZAR,111.44,AED,27.52,0.28,0.83
MerchantX,Thailand,Pattaya,Friday,14:00,THB,492.43,GBP,579.34,5.79,17.38
AlphaPay,Sweden,Gothenburg,Saturday,11:00,SEK,213.9,USD,194.45,1.94,5.83
GlobalMart,Malaysia,George Town,Tuesday,12:00,MYR,270.87,AUD,164.16,1.64,4.92
PaySphere,Switzerland,Lausanne,Friday,12:00,CHF,78.45,AUD,47.54,0.48,1.43
QuickServe,Malaysia,Kuala Lumpur,Thursday,11:00,MYR,362.53,AUD,219.71,2.2,6.59
FinEdge,Brazil,Brasilia,Wednesday,3:00,BRL,437.43,AUD,265.11,2.65,7.95
Transactly,Spain,Barcelona,Friday,17:00,EUR,280.4,USD,254.91,2.55,7.65
Cashwave,Norway,Trondheim,Thursday,10:00,NOK,185.82,GBP,218.61,2.19,6.56
NeoCommerce,Germany,Leipzig,Tuesday,6:00,EUR,107.93,USD,98.12,0.98,2.94
EuroLink,South Africa,Cape Town,Sunday,15:00,ZAR,147.64,GBP,173.69,1.74,5.21
SmartFunds,Sweden,Malmö,Monday,7:00,SEK,233.68,USD,212.44,2.12,6.37
TradeNova,Denmark,Aalborg,Tuesday,9:00,DKK,49.36,AED,12.19,0.12,0.37
NovaPay,Japan,Sapporo,Friday,19:00,JPY,166.66,USD,151.51,1.52,4.55
BuyNet,Italy,Bologna,Tuesday,16:00,EUR,5.08,AED,1.25,0.01,0.04
FlexiPay,France,Nantes,Tuesday,7:00,EUR,132.9,USD,120.82,1.21,3.62
MerchantX,Ireland,Waterford,Thursday,21:00,EUR,92.32,AUD,55.95,0.56,1.68
AlphaPay,Norway,Oslo,Saturday,10:00,NOK,1850.76,AED,456.98,4.57,13.71
GlobalMart,Germany,Frankfurt,Wednesday,7:00,EUR,152.45,GBP,179.35,1.79,5.38
PaySphere,Japan,Sapporo,Sunday,4:00,JPY,303.38,AED,74.91,0.75,2.25
QuickServe,Netherlands,Nijmegen,Monday,16:00,EUR,31.06,USD,28.24,0.28,0.85
FinEdge,Japan,Sapporo,Friday,12:00,JPY,206.32,AED,50.94,0.51,1.53
Transactly,Australia,Gold Coast,Friday,15:00,AUD,201.17,AED,49.67,0.5,1.49
Cashwave,Ireland,Waterford,Thursday,17:00,EUR,248.08,GBP,291.86,2.92,8.76
NeoCommerce,UAE,Dubai,Monday,19:00,AED,135.92,USD,123.56,1.24,3.71
EuroLink,Vietnam,Ho Chi Minh City,Wednesday,13:00,VND,189.48,EUR,189.48,1.89,5.68
SmartFunds,South Africa,Pretoria,Thursday,10:00,ZAR,390.83,USD,355.3,3.55,10.66
TradeNova,UAE,Al Ain,Thursday,1:00,AED,128.02,EUR,128.02,1.28,3.84
NovaPay,Netherlands,Groningen,Thursday,0:00,EUR,21.78,USD,19.8,0.2,0.59
BuyNet,Italy,Genoa,Tuesday,14:00,EUR,365.04,USD,331.85,3.32,9.96
FlexiPay,UK,Leeds,Thursday,7:00,GBP,188.85,EUR,188.85,1.89,5.67
MerchantX,Malaysia,George Town,Friday,7:00,MYR,206.16,USD,187.42,1.87,5.62
AlphaPay,Netherlands,Rotterdam,Wednesday,6:00,EUR,428.99,GBP,504.7,5.05,15.14
GlobalMart,Spain,Seville,Monday,16:00,EUR,1699.28,GBP,1999.16,19.99,59.97
PaySphere,Vietnam,Hai Phong,Wednesday,18:00,VND,238.9,AED,58.99,0.59,1.77
QuickServe,China,Chengdu,Friday,13:00,CNY,232.92,USD,211.75,2.12,6.35
FinEdge,Canada,Toronto,Tuesday,14:00,CAD,25.9,EUR,25.9,0.26,0.78
Transactly,Switzerland,Lausanne,Saturday,17:00,CHF,92.33,AUD,55.95,0.56,1.68
Cashwave,China,Chengdu,Saturday,23:00,CNY,39.49,USD,35.9,0.36,1.08
NeoCommerce,France,Toulouse,Monday,22:00,EUR,107.4,USD,97.63,0.98,2.93
EuroLink,Vietnam,Hai Phong,Wednesday,8:00,VND,380.34,AED,93.91,0.94,2.82
SmartFunds,Netherlands,Amsterdam,Tuesday,21:00,EUR,77,USD,70,0.7,2.1
TradeNova,Italy,Venice,Saturday,12:00,EUR,373.61,USD,339.65,3.4,10.19
NovaPay,Norway,Oslo,Wednesday,0:00,NOK,281.65,EUR,281.65,2.82,8.45
BuyNet,Sweden,Västerås,Thursday,15:00,SEK,155.31,GBP,182.72,1.83,5.48
FlexiPay,Mexico,Monterrey,Thursday,8:00,MXN,3060.94,EUR,3060.94,30.61,91.83
MerchantX,Ireland,Waterford,Wednesday,7:00,EUR,212.02,AUD,128.5,1.28,3.86
AlphaPay,France,Toulouse,Monday,9:00,EUR,490.53,USD,445.94,4.46,13.38
GlobalMart,Brazil,Brasilia,Tuesday,12:00,BRL,88.22,USD,80.2,0.8,2.41
PaySphere,Japan,Nagoya,Friday,7:00,JPY,157.9,EUR,157.9,1.58,4.74
QuickServe,India,Delhi,Saturday,14:00,INR,470.03,AED,116.06,1.16,3.48
FinEdge,Ireland,Waterford,Friday,11:00,EUR,106.33,GBP,125.09,1.25,3.75
Transactly,USA,Phoenix,Sunday,18:00,USD,415.99,AED,102.71,1.03,3.08
Cashwave,South Africa,Pretoria,Thursday,15:00,ZAR,175.13,AUD,106.14,1.06,3.18
NeoCommerce,Singapore,Singapore,Wednesday,14:00,SGD,499.04,AUD,302.45,3.02,9.07
EuroLink,Germany,Cologne,Sunday,19:00,EUR,366.19,AUD,221.93,2.22,6.66
SmartFunds,Japan,Osaka,Tuesday,13:00,JPY,117.07,EUR,117.07,1.17,3.51
TradeNova,Vietnam,Can Tho,Monday,19:00,VND,3479.5,AED,859.14,8.59,25.77
NovaPay,Switzerland,Bern,Monday,9:00,CHF,4341.45,USD,3946.78,39.47,118.4
BuyNet,Switzerland,Basel,Wednesday,15:00,CHF,261.9,USD,238.09,2.38,7.14
FlexiPay,Mexico,Puebla,Wednesday,9:00,MXN,421.71,GBP,496.13,4.96,14.88
MerchantX,Brazil,Brasilia,Wednesday,22:00,BRL,11.21,USD,10.19,0.1,0.31
AlphaPay,Germany,Düsseldorf,Friday,13:00,EUR,171.42,USD,155.84,1.56,4.68
GlobalMart,Spain,Seville,Sunday,21:00,EUR,118.78,USD,107.98,1.08,3.24
PaySphere,Germany,Dortmund,Thursday,21:00,EUR,4942.41,USD,4493.1,44.93,134.79
QuickServe,Spain,Barcelona,Wednesday,21:00,EUR,358.92,GBP,422.26,4.22,12.67
FinEdge,UAE,Abu Dhabi,Friday,9:00,AED,476.71,EUR,476.71,4.77,14.3
Transactly,Thailand,Hat Yai,Sunday,9:00,THB,123.05,USD,111.86,1.12,3.36
Cashwave,Canada,Calgary,Monday,9:00,CAD,464.63,EUR,464.63,4.65,13.94
NeoCommerce,Spain,Murcia,Friday,20:00,EUR,188.88,AUD,114.48,1.14,3.43
EuroLink,Norway,Trondheim,Friday,13:00,NOK,467.92,GBP,550.5,5.5,16.52
SmartFunds,France,Lille,Friday,6:00,EUR,2376.23,AUD,1440.14,14.4,43.2
TradeNova,USA,Chicago,Sunday,6:00,USD,273.41,GBP,321.65,3.22,9.65
NovaPay,USA,Austin,Thursday,12:00,USD,369.22,GBP,434.38,4.34,13.03
BuyNet,Mexico,Mexico City,Tuesday,6:00,MXN,295.37,AUD,179.01,1.79,5.37
FlexiPay,Spain,Zaragoza,Saturday,12:00,EUR,388.01,USD,352.73,3.53,10.58
MerchantX,Malaysia,Ipoh,Wednesday,10:00,MYR,41.65,USD,37.86,0.38,1.14
AlphaPay,Singapore,Singapore,Tuesday,21:00,SGD,335.02,AUD,203.05,2.03,6.09
GlobalMart,China,Beijing,Monday,9:00,CNY,201.68,USD,183.35,1.83,5.5
PaySphere,Switzerland,Geneva,Monday,9:00,CHF,4493.29,AUD,2723.21,27.23,81.7
QuickServe,Netherlands,Nijmegen,Wednesday,22:00,EUR,61.9,GBP,72.82,0.73,2.18
FinEdge,South Africa,Cape Town,Friday,7:00,ZAR,90.55,AUD,54.88,0.55,1.65
Transactly,Vietnam,Can Tho,Friday,10:00,VND,338.41,AUD,205.1,2.05,6.15
Cashwave,Switzerland,Zurich,Sunday,18:00,CHF,295.17,GBP,347.26,3.47,10.42
NeoCommerce,Singapore,Singapore,Monday,2:00,SGD,309.42,GBP,364.02,3.64,10.92
EuroLink,Thailand,Chiang Mai,Thursday,17:00,THB,469.95,USD,427.22,4.27,12.82
SmartFunds,Brazil,Brasilia,Saturday,13:00,BRL,305.54,GBP,359.45,3.59,10.78
TradeNova,Norway,Oslo,Thursday,13:00,NOK,258.98,AUD,156.96,1.57,4.71
NovaPay,France,Lyon,Sunday,15:00,EUR,461.57,AED,113.97,1.14,3.42
BuyNet,USA,New York,Tuesday,17:00,USD,431.09,GBP,507.17,5.07,15.22
FlexiPay,Italy,Milan,Wednesday,13:00,EUR,3547.46,AED,875.92,8.76,26.28
MerchantX,Australia,Hobart,Saturday,16:00,AUD,25.37,AED,6.26,0.06,0.19
AlphaPay,Thailand,Phuket,Wednesday,6:00,THB,395.84,EUR,395.84,3.96,11.88
GlobalMart,Thailand,Bangkok,Monday,12:00,THB,393.32,EUR,393.32,3.93,11.8
PaySphere,Switzerland,Lausanne,Tuesday,18:00,CHF,247.4,AED,61.09,0.61,1.83
QuickServe,Brazil,Rio de Janeiro,Monday,15:00,BRL,1627.19,AUD,986.17,9.86,29.59
FinEdge,China,Guangzhou,Thursday,11:00,CNY,103.36,USD,93.96,0.94,2.82
Transactly,Switzerland,Basel,Saturday,11:00,CHF,227.63,GBP,267.8,2.68,8.03
Cashwave,Vietnam,Ho Chi Minh City,Monday,12:00,VND,442.58,AED,109.28,1.09,3.28
NeoCommerce,Germany,Dortmund,Tuesday,4:00,EUR,111.59,USD,101.44,1.01,3.04
EuroLink,Vietnam,Hanoi,Tuesday,13:00,VND,367.6,EUR,367.6,3.68,11.03
SmartFunds,Canada,Hamilton,Wednesday,17:00,CAD,339.88,EUR,339.88,3.4,10.2
TradeNova,Sweden,Gothenburg,Monday,11:00,SEK,245.2,USD,222.91,2.23,6.69
NovaPay,Netherlands,Breda,Thursday,23:00,EUR,299.87,USD,272.61,2.73,8.18
BuyNet,Italy,Florence,Friday,11:00,EUR,367.99,AUD,223.02,2.23,6.69
FlexiPay,Switzerland,Lausanne,Wednesday,8:00,CHF,342.28,EUR,342.28,3.42,10.27
